en_text,fr_text
"The other institutions, too, are working hard to ensure that the effects of enlargement are ironed out, and we cannot wait for these adjustments until 2004.",Les autres institutions veillent elles aussi attentivement à maîtriser les conséquences de l' élargissement et nous ne pouvons nous permettre de reporter ces adaptations à 2004.
Council Question Time,Heure des questions (Questions aux Conseil)
"From the point of view of the common interest, however, we are justified in making regulations so that Member States will suffer if they flout them.","Du point de vue de l'intérêt commun, il est pourtant justifié de créer des règles selon lesquelles les États membres sont amenés à supporter les négligences."
First question: are the United States of America endeavouring to prevent the question of the closure of Guantanamo from being raised at the UN Human Rights Council?,Première question: les États-Unis tentent-ils d’empêcher que la question de la fermeture de Guantánamo soit soulevée lors du Conseil des droits de l’homme des Nations unies?
"First, because the Schengen Agreements are external to the Union.","D'abord, parce que les accords de Schengen sont extérieurs à l'Union."
"They are top people, the best in the class, the top graduates, yet they are still offered places on the lower-quality training courses and poorer opportunities to advance their careers.","Ces jeunes femmes très performantes, premières de classe, ayant brillamment réussi leurs études, ne se voient pourtant offrir que des places dans les formations de moindre qualité et de maigres possibilités pour avancer dans leur carrière."
"At the beginning of this plenary session I asked this Parliament to postpone the vote on the Fernandes report owing to lack of accurate information on costs for the House of European History and a conflict of interest, but my request was voted down.","Au début de cette séance plénière, j'ai demandé au Parlement de reporter le vote sur le rapport Fernandes en raison du manque d'informations précises sur le coût de la Maison de l'histoire européenne et sur un conflit d'intérêts, mais ma requête a été rejetée lors du vote."
"So we need to begin a careful evaluation, be present on the ground and see if there is some way we can intervene.","Il faut donc examiner attentivement, être présents sur le terrain, et voir si nous pouvons intervenir d'une certaine façon."
"Taking all of these important matters into account, I believe that our economic relations will achieve their full potential because they are supported by both sides.","Si nous tenons compte de toutes ces questions importantes, je crois que nos relations économiques réaliseront tout leur potentiel, car elles sont appuyées par les deux parties."
Why should they?,Pourquoi le devraient-ils?
"Member of the Commission. - Madam President, the EU is closely following the situation in Venezuela.","membre de la Commission. - (EN) Madame la Présidente, l'Union européenne suit de près la situation au Venezuela."
"While continuing their military pressure, NATO and the allies have to deal with an unprecedented humanitarian crisis.","Tout en continuant leur pression miliaire, l'OTAN et les alliés doivent faire face à une catastrophe humanitaire sans précédent."
What about the different voices there?,Qu'en est-il des différentes voix qui s'y feront entendre?
"   Mr President, I rise on a point of order under Rules 166(1) and 121(2).","   - Monsieur le Président, je voudrais présenter une motion de procédure conformément à l’article 166, paragraphe 1, et à l’article 121, paragraphe 2, du règlement."
Question No 34 by Myrsini Zorba (H-0214/03):,J'appelle la question n° 34 de Mme Zorba (H-0214/03) :
"This is important, as I indicated, to thousands of people.","Comme je l'ai dit, ces amendements sont importants pour des milliers de personnes."
